transaction_id,user_id,transaction_date,amount,status,payment_method
271,5686,2023-03-10,1971.46,success,wallet
272,964,2023-10-06,856.1,success,wallet
273,1199,2023-06-05,5061.92,success,upi
274,5911,2023-09-06,270.66,failed,card
275,5485,2023-11-30,2207.73,success,wallet
276,577,2023-05-12,1576.06,success,upi
277,3161,2023-04-06,244.73,success,upi
278,54,2023-06-02,133.11,failed,upi
279,229,2023-11-05,3597.85,success,upi
280,8971,2023-08-13,1138.77,success,upi
281,985,2023-11-30,138.95,success,wallet
282,8661,2023-09-27,5255.32,success,wallet
283,2468,2023-12-23,5630.33,success,upi
284,532,2023-11-30,921.05,success,card
285,8029,2023-04-07,3383.9,success,upi
286,562,2023-10-25,1278.34,success,upi
287,90,2023-06-16,3084.33,success,wallet
288,5736,2023-10-24,1942.03,failed,card
289,9599,2023-03-12,2081.04,success,wallet
290,3146,2023-04-24,1794.64,success,wallet
291,1293,2023-05-02,1794.3,success,wallet
292,4111,2023-10-02,723.55,success,upi
293,7497,2023-02-01,2071.12,success,card
294,7560,2023-12-20,4108.43,success,upi
295,3782,2023-07-29,503.49,success,wallet
296,4068,2023-08-13,316.1,success,card
297,3506,2023-09-05,4566.94,success,wallet
298,2392,2023-09-21,348.57,success,upi
299,1219,2023-01-31,7799.87,success,card
300,5156,2023-09-23,1949.32,success,upi
301,2253,2023-01-14,1487.88,success,wallet
302,3892,2023-04-04,2440.74,success,wallet
303,9867,2023-06-04,650.97,success,wallet
304,776,2023-02-16,4060.82,failed,wallet
305,5230,2023-11-26,3577.5,success,wallet
306,8417,2023-10-07,577.66,success,wallet
307,7554,2023-07-07,485.79,success,wallet
308,64,2023-02-01,415.68,success,card
309,1788,2023-06-19,424.79,success,upi
310,7092,2023-09-12,209.33,success,upi
311,5057,2023-06-09,1177.11,success,wallet
312,8070,2023-12-18,105.83,failed,wallet
313,9568,2023-08-17,48.76,success,wallet
314,3916,2023-08-27,88.65,success,card
315,93,2023-07-11,501.04,success,card
316,1678,2023-08-01,945.23,success,upi
317,5509,2023-03-30,5638.22,success,upi
318,5731,2023-07-30,209.09,success,upi
319,3865,2023-04-23,664.23,success,upi
320,4937,2023-03-14,1008.77,success,wallet
321,1402,2023-08-28,278.21,failed,wallet
322,1607,2023-10-24,1045.93,success,wallet
323,898,2023-07-15,1097.71,success,wallet
324,4588,2023-09-13,4736.63,success,card
325,3714,2023-04-21,3170.55,success,wallet
326,3132,2023-08-09,936.66,success,card
327,1533,2023-02-19,848.07,success,upi
328,6536,2023-03-14,2141.95,success,wallet
329,7287,2023-11-11,99.75,success,card
330,1799,2023-02-02,1252.48,success,wallet
331,8163,2023-05-27,1573.73,failed,wallet
332,1352,2023-03-01,3981.76,success,wallet
333,7052,2023-06-07,2712.39,success,card
334,6859,2023-08-17,237.93,failed,upi
335,9856,2023-02-01,2.78,success,wallet
336,599,2023-09-17,1090.36,success,upi
337,2045,2023-09-03,31.27,success,card
338,259,2023-03-09,2387.35,success,wallet
339,4572,2023-03-20,975.99,failed,wallet
340,8004,2023-07-10,4114.74,failed,upi
341,6969,2023-03-12,6902.97,success,wallet
342,6177,2023-01-11,404.22,success,card
343,7043,2023-07-09,1546.58,success,wallet
344,8580,2023-06-27,5009.27,success,upi
345,798,2023-08-08,1152.4,success,wallet
346,5714,2023-12-10,14.49,failed,card
347,7312,2023-10-07,794.45,success,upi
348,4021,2023-07-10,585.73,success,wallet
349,5912,2023-05-11,328.52,success,wallet
350,3955,2023-11-07,1124.8,success,wallet
351,9820,2023-01-31,4382.16,failed,wallet
352,4313,2023-12-02,2174.8,success,wallet
353,8981,2023-07-16,2710.78,success,wallet
354,5640,2023-09-02,1914.14,success,upi
355,6180,2023-11-25,1343.31,success,upi
356,6780,2023-08-03,7017.07,success,card
357,2057,2023-12-08,811.58,success,upi
358,9256,2023-11-01,15.15,success,upi
359,7103,2023-09-19,2887.89,success,wallet
360,6645,2023-01-17,1546.37,success,wallet
361,5786,2023-01-01,4720.39,failed,card
362,1448,2023-05-27,3524.53,success,card
363,515,2023-10-04,2297.98,failed,wallet
364,1914,2023-04-13,652.95,success,wallet
365,1952,2023-01-10,199.35,success,upi
366,5571,2023-09-10,1298.26,success,upi
367,8966,2023-03-21,5099.81,success,card
368,329,2023-06-08,3466.58,success,upi
369,8986,2023-03-30,5621.9,success,wallet
370,9154,2023-06-28,295.86,failed,card
371,6514,2023-04-06,1193.88,failed,card
372,5974,2023-04-09,2294.47,failed,card
373,1411,2023-12-16,8226.84,success,wallet
374,7715,2023-05-11,2689.81,success,upi
375,1138,2023-07-04,2169.35,success,wallet
376,4667,2023-04-02,854.17,success,card
377,5158,2023-11-28,287.11,success,wallet
378,1569,2023-11-03,4381.41,success,card
379,4473,2023-01-19,4500.16,success,upi
380,7567,2023-10-04,239.76,success,card
381,3275,2023-08-31,91.63,success,upi
382,3274,2023-09-16,563.5,success,upi
383,6244,2023-03-02,715.95,success,wallet
384,3470,2023-10-08,4682.99,success,card
385,5933,2023-06-05,1383.02,failed,card
386,6565,2023-04-12,553.56,success,card
387,5363,2023-05-09,2181.93,success,wallet
388,4637,2023-08-20,3403.83,failed,wallet
389,5347,2023-01-14,118.05,success,upi
390,1237,2023-04-11,1956.72,success,card
391,4209,2023-09-28,3813.89,success,wallet
392,4469,2023-10-09,4217.41,success,upi
393,2347,2023-11-07,248.58,success,card
394,1043,2023-04-20,420.92,success,card
395,4767,2023-04-28,924.99,success,upi
396,4107,2023-01-28,833.7,success,upi
397,8200,2023-09-03,3472.32,success,card
398,7321,2023-09-17,810.94,success,wallet
399,3732,2023-02-25,1325.95,success,card
400,9766,2023-02-07,675.95,success,card
401,7303,2023-10-05,754.07,success,card
402,5493,2023-04-12,2521.12,success,wallet
403,461,2023-06-04,1341.35,success,upi
404,2303,2023-06-15,334.81,success,upi
405,2634,2023-01-17,3002.35,failed,card
406,9544,2023-11-12,803.26,success,upi
407,362,2023-09-26,1289.62,success,card
408,5494,2023-10-10,1135.56,success,wallet
409,7147,2023-02-03,1811.72,success,card
410,788,2023-07-31,878.19,success,upi
411,209,2023-05-26,2881.39,success,wallet
412,8459,2023-10-08,4089.71,success,card
413,5093,2023-03-20,481.59,success,card
414,554,2023-06-06,908.55,success,wallet
415,8026,2023-10-05,1130.78,success,wallet
416,9780,2023-04-29,2015.13,success,card
417,4517,2023-08-26,1738.97,failed,card
418,6452,2023-10-13,1361.93,success,upi
419,9311,2023-05-31,1570.07,success,wallet
420,1514,2023-12-29,330.47,failed,card
421,7426,2023-06-15,4551.92,success,card
422,5352,2023-03-13,477.64,success,wallet
423,6750,2023-07-15,1118.81,failed,card
424,7006,2023-09-07,375.27,success,upi
425,8413,2023-03-22,3991.66,success,upi
426,2345,2023-08-21,4691.57,success,upi
427,7155,2023-01-27,117.88,success,upi
428,1972,2023-08-29,1911.61,success,upi
429,4439,2023-07-05,1909.93,success,wallet
430,5325,2023-06-28,430.04,success,wallet
431,9084,2023-01-20,3978.2,success,card
432,5670,2023-03-21,1063.88,success,card
433,5162,2023-08-31,2754.0,success,upi
434,1206,2023-01-23,2267.52,success,upi
435,9411,2023-12-11,900.07,success,card
436,1856,2023-03-29,5886.46,success,card
437,2000,2023-02-19,1746.08,success,upi
438,2436,2023-09-20,4192.76,success,card
439,6781,2023-10-15,3182.86,success,wallet
440,3099,2023-10-23,3351.19,success,card
441,3387,2023-12-09,2890.05,success,wallet
442,5441,2023-07-31,360.3,success,wallet
443,6437,2023-06-23,95.46,success,upi
444,1778,2023-03-19,3271.85,success,upi
445,7404,2023-04-08,1051.19,success,upi
446,6859,2023-03-21,1165.09,success,upi
447,2940,2023-08-04,172.54,success,wallet
448,839,2023-07-20,2938.76,success,upi
449,5726,2023-02-18,629.67,success,upi
450,4760,2023-09-02,532.8,success,upi
451,4861,2023-01-26,1670.17,success,wallet
452,3139,2023-04-19,5210.27,success,upi
453,176,2023-03-22,858.68,success,card
454,4606,2023-02-03,1785.85,success,card
455,3163,2023-02-22,105.68,success,upi
456,2753,2023-09-12,350.15,success,upi
457,9382,2023-04-11,1917.06,success,card
458,838,2023-08-01,7713.54,success,upi
459,7846,2023-05-24,1291.74,success,wallet
460,2734,2023-10-23,27.43,success,wallet
461,7689,2023-03-04,901.26,success,card
462,5207,2023-11-29,1777.76,success,wallet
463,2654,2023-09-12,1808.22,failed,wallet
464,6141,2023-06-29,1908.54,success,upi
465,7220,2023-10-25,3549.22,failed,upi
466,3350,2023-01-14,426.61,success,wallet
467,3311,2023-01-03,1462.9,success,wallet
468,4681,2023-10-13,320.97,success,wallet
469,2387,2023-10-31,642.39,success,upi
470,5192,2023-10-28,2869.61,success,wallet
471,374,2023-10-07,1679.4,success,upi
472,4676,2023-11-30,580.84,success,upi
473,1262,2023-12-13,1471.34,success,wallet
474,7634,2023-08-01,2078.61,failed,wallet
475,8313,2023-09-09,6729.88,success,card
476,5533,2023-09-06,1025.72,success,upi
477,5843,2023-11-18,292.93,success,wallet
478,3846,2023-04-14,10291.59,success,wallet
479,2885,2023-08-07,15773.14,success,card
480,4139,2023-09-30,1163.32,success,card
481,5624,2023-01-21,4139.05,failed,wallet
482,2120,2023-01-30,1314.14,success,wallet
483,7717,2023-01-17,452.84,success,upi
484,491,2023-07-22,791.63,success,wallet
485,3046,2023-10-30,4483.31,success,upi
486,383,2023-09-19,2285.8,success,wallet
487,805,2023-01-04,3387.06,success,wallet
488,5586,2023-05-17,4065.59,success,upi
489,9370,2023-09-11,1909.87,success,upi
490,2218,2023-06-29,2385.2,success,card
491,9488,2023-11-29,1045.66,success,card
492,9110,2023-02-14,3306.93,success,wallet
493,7278,2023-04-19,453.15,success,upi
494,6595,2023-10-15,2721.35,success,upi
495,6787,2023-12-22,187.25,success,upi
496,6167,2023-09-13,10.9,success,card
497,2415,2023-04-18,1559.68,success,upi
498,651,2023-07-29,506.82,failed,upi
499,8170,2023-09-21,3113.13,success,upi
500,4916,2023-04-24,1466.07,success,upi
501,3199,2023-07-01,666.99,success,upi
502,942,2023-08-03,210.84,failed,upi
503,8733,2023-06-05,2644.01,success,upi
504,5806,2023-12-28,15.88,success,upi
505,3728,2023-07-22,236.42,success,upi
506,2530,2023-10-21,233.05,success,card
507,1203,2023-05-08,1170.52,success,upi
508,4965,2023-01-15,261.93,success,card
509,651,2023-01-07,3161.43,success,upi
510,3007,2023-06-13,1169.99,failed,upi
511,2905,2023-04-07,2753.78,success,upi
512,8506,2023-12-17,1802.88,success,wallet
513,4115,2023-03-03,91.6,success,wallet
514,9376,2023-05-02,2038.1,success,card
515,122,2023-10-28,2373.03,success,wallet
516,6604,2023-08-30,717.15,success,wallet
517,8361,2023-04-24,1424.4,success,card
518,3683,2023-07-06,1285.98,failed,card
519,4725,2023-01-11,2668.59,success,card
520,4122,2023-05-05,7144.74,success,upi
521,6865,2023-12-07,987.68,success,upi
522,7395,2023-11-29,10852.21,success,card
523,1730,2023-09-27,1097.23,success,card
524,5953,2023-11-24,2822.67,success,upi
525,5130,2023-08-18,607.04,failed,upi
526,1119,2023-01-23,3861.39,success,upi
527,2169,2023-01-26,3996.54,success,card
528,7669,2023-12-08,1534.15,failed,upi
529,1051,2023-03-12,2553.73,success,upi
530,8897,2023-07-11,422.81,success,wallet
531,6641,2023-02-21,747.36,success,wallet
532,2900,2023-09-22,929.04,success,wallet
533,3208,2023-08-05,1403.92,success,wallet
534,8899,2023-06-17,931.81,success,upi
535,7675,2023-02-19,983.97,success,card
536,3833,2023-06-10,231.5,success,wallet
537,2009,2023-05-17,890.98,success,card
538,4722,2023-02-15,1226.78,success,card
539,9790,2023-05-08,540.51,failed,card
540,1067,2023-05-31,393.86,success,wallet
541,8288,2023-06-18,333.64,success,card
542,1919,2023-06-07,804.47,success,card
543,9458,2023-05-03,4218.57,success,card
544,8432,2023-02-01,11.17,success,card
545,1328,2023-07-27,403.16,success,card
546,6211,2023-08-08,553.08,success,card
547,7449,2023-08-18,1159.1,success,upi
548,7360,2023-06-16,861.15,success,wallet
549,1143,2023-05-23,2042.69,success,card
550,3224,2023-09-09,49.32,success,upi
551,3849,2023-01-22,1533.47,success,upi
552,1416,2023-08-04,1096.8,success,upi
553,6375,2023-08-17,1041.18,success,wallet
554,761,2023-09-08,8858.7,success,upi
555,3643,2023-06-16,1172.57,success,upi
556,1553,2023-06-20,2730.39,success,upi
557,863,2023-08-03,350.31,success,upi
558,9348,2023-04-29,1667.82,failed,card
559,8549,2023-07-30,9249.21,success,wallet
560,9864,2023-02-25,2674.14,success,card
561,7210,2023-07-19,440.43,success,card
562,1329,2023-07-25,930.78,success,upi
563,1030,2023-01-25,1006.36,success,card
564,2377,2023-12-04,2085.47,success,card
565,3242,2023-06-01,5940.25,success,card
566,3141,2023-04-28,1329.52,success,card
567,882,2023-12-23,514.92,success,wallet
568,8731,2023-10-19,4822.77,success,upi
569,3558,2023-10-31,1496.32,success,wallet
570,7064,2023-03-05,1721.9,success,card
571,2197,2023-09-28,907.52,failed,card
572,1951,2023-03-26,5368.74,success,upi
573,9803,2023-11-01,284.76,success,card
574,5938,2023-06-27,164.35,success,upi
575,3164,2023-02-05,3911.27,success,wallet
576,4464,2023-03-12,2492.2,success,upi
577,4008,2023-09-25,3474.37,success,upi
578,4676,2023-02-23,3345.55,success,wallet
579,4752,2023-11-29,194.11,success,wallet
580,6220,2023-04-01,2748.49,failed,wallet
581,8419,2023-10-02,4200.66,success,upi
582,7531,2023-02-28,3283.49,success,wallet
583,7736,2023-08-07,1906.58,success,upi
584,8784,2023-09-28,838.43,failed,wallet
585,2076,2023-01-08,930.21,success,upi
586,7773,2023-12-25,1090.55,success,wallet
587,9561,2023-08-25,621.59,success,card
588,2023,2023-06-19,2153.49,success,upi
589,2079,2023-12-18,415.35,success,wallet
590,7395,2023-11-13,952.46,success,wallet
591,7014,2023-01-03,1553.5,success,card
592,3322,2023-04-18,2890.62,success,wallet
593,6012,2023-11-03,2371.12,success,card
594,2437,2023-12-07,865.87,success,card
595,7088,2023-05-02,286.95,failed,wallet
596,9997,2023-02-03,2302.83,success,upi
597,3360,2023-08-31,246.76,success,wallet
598,1731,2023-05-29,1418.63,success,wallet
599,3663,2023-05-28,470.7,success,upi
600,5111,2023-12-10,1110.06,success,card
601,6619,2023-11-15,526.87,success,upi
602,6900,2023-09-09,970.59,success,card
603,1030,2023-04-20,1155.25,success,card
604,412,2023-06-21,1340.02,success,wallet
605,1982,2023-09-07,799.43,failed,card
606,8854,2023-03-11,1292.74,failed,wallet
607,9540,2023-11-07,1119.16,success,upi
608,3471,2023-10-05,3885.62,success,upi
609,1306,2023-01-31,238.51,success,card
610,4681,2023-07-19,468.23,success,wallet
611,4596,2023-06-14,568.8,success,wallet
612,816,2023-01-17,374.61,success,card
613,9669,2023-08-22,1530.25,success,card
614,5613,2023-02-18,2960.05,success,wallet
615,2038,2023-05-02,240.48,success,wallet
616,9523,2023-07-14,1393.63,success,wallet
617,4876,2023-08-13,670.62,success,card
618,7087,2023-05-07,379.73,success,wallet
619,1150,2023-01-30,1634.15,success,upi
620,6409,2023-12-05,827.08,failed,wallet
621,7,2023-10-01,3679.39,success,upi
622,1437,2023-02-22,168.12,success,card
623,3251,2023-01-08,1860.86,success,wallet
624,7664,2023-03-06,2372.1,success,wallet
625,695,2023-10-06,1973.93,success,upi
626,5088,2023-09-16,5182.49,success,card
627,3300,2023-02-01,2107.16,success,wallet
628,4844,2023-12-06,2016.98,failed,card
629,7738,2023-07-02,1099.45,success,upi
630,4953,2023-11-21,263.75,success,wallet
631,5048,2023-12-17,2098.12,success,wallet
632,7843,2023-12-09,1474.75,success,card
633,26,2023-08-29,314.82,success,wallet
634,4548,2023-09-19,1092.68,success,upi
635,2154,2023-10-18,1869.64,success,card
636,8020,2023-05-24,3004.74,success,card
637,3490,2023-11-28,830.08,failed,card
638,8524,2023-10-19,3796.7,success,wallet
639,5162,2023-07-06,1296.51,success,card
640,645,2023-03-22,1336.6,success,wallet
641,1853,2023-04-12,2042.11,success,wallet
642,7724,2023-09-28,2755.43,success,card
643,4131,2023-12-10,204.24,success,upi
