failure_id,transaction_id,failure_reason,failure_time
88,740,insufficient_balance,2023-06-26 00:07:00
89,743,timeout,2023-08-06 00:08:00
90,744,insufficient_balance,2023-12-08 00:14:00
91,752,insufficient_balance,2023-05-28 00:00:00
92,769,network_error,2023-03-17 00:52:00
93,770,insufficient_balance,2023-01-20 00:57:00
94,771,timeout,2023-01-20 00:28:00
95,778,timeout,2023-12-11 00:55:00
96,783,bank_declined,2023-09-12 00:56:00
97,787,bank_declined,2023-09-22 00:19:00
98,794,timeout,2023-05-23 00:08:00
99,801,bank_declined,2023-11-21 00:44:00
100,802,bank_declined,2023-06-01 00:31:00
101,805,insufficient_balance,2023-11-20 00:42:00
102,823,timeout,2023-10-26 00:52:00
103,829,network_error,2023-09-09 00:47:00
104,838,insufficient_balance,2023-01-14 00:24:00
105,839,network_error,2023-08-25 00:45:00
106,846,timeout,2023-09-22 00:17:00
107,855,timeout,2023-11-06 00:59:00
108,867,timeout,2023-01-14 00:34:00
109,881,network_error,2023-08-06 00:54:00
110,882,timeout,2023-08-09 00:07:00
111,887,network_error,2023-10-23 00:31:00
112,889,network_error,2023-08-23 00:38:00
113,897,timeout,2023-04-08 00:12:00
114,900,insufficient_balance,2023-01-10 00:14:00
115,904,timeout,2023-09-16 00:26:00
116,910,timeout,2023-07-11 00:28:00
117,915,network_error,2023-09-13 00:40:00
118,917,insufficient_balance,2023-07-13 00:39:00
119,920,bank_declined,2023-04-02 00:56:00
120,933,insufficient_balance,2023-06-24 00:04:00
121,934,timeout,2023-10-04 00:03:00
122,950,insufficient_balance,2023-10-17 00:05:00
123,985,insufficient_balance,2023-10-22 00:04:00
124,987,timeout,2023-01-05 00:23:00
125,989,insufficient_balance,2023-04-03 00:28:00
126,996,network_error,2023-01-17 00:18:00
127,998,bank_declined,2023-04-21 00:05:00
128,1008,network_error,2023-07-19 00:11:00
129,1022,timeout,2023-07-11 00:55:00
130,1024,network_error,2023-12-20 00:34:00
131,1027,insufficient_balance,2023-05-24 00:03:00
132,1039,network_error,2023-04-19 00:49:00
133,1042,timeout,2023-01-24 00:57:00
134,1043,insufficient_balance,2023-01-16 00:31:00
135,1047,insufficient_balance,2023-10-02 00:44:00
136,1050,insufficient_balance,2023-05-09 00:45:00
137,1064,bank_declined,2023-08-14 00:01:00
138,1084,network_error,2023-11-30 00:38:00
139,1088,timeout,2023-06-10 00:17:00
140,1096,network_error,2023-02-14 00:14:00
141,1107,timeout,2023-02-12 00:17:00
142,1112,bank_declined,2023-12-19 00:10:00
143,1116,timeout,2023-07-24 00:33:00
144,1122,bank_declined,2023-06-28 00:57:00
145,1123,timeout,2023-12-11 00:56:00
146,1135,insufficient_balance,2023-03-24 00:07:00
147,1139,timeout,2023-10-20 00:34:00
148,1141,network_error,2023-01-03 00:56:00
149,1146,bank_declined,2023-06-07 00:59:00
150,1151,insufficient_balance,2023-04-10 00:45:00
151,1175,bank_declined,2023-02-25 00:27:00
152,1178,timeout,2023-11-12 00:22:00
153,1183,insufficient_balance,2023-08-10 00:37:00
154,1187,network_error,2023-04-22 00:02:00
155,1193,bank_declined,2023-11-21 00:33:00
156,1204,timeout,2023-12-20 00:11:00
157,1226,bank_declined,2023-03-24 00:39:00
158,1248,timeout,2023-03-02 00:45:00
159,1252,bank_declined,2023-08-01 00:42:00
160,1279,timeout,2023-01-27 00:17:00
161,1283,insufficient_balance,2023-03-20 00:14:00
162,1304,insufficient_balance,2023-03-07 00:17:00
163,1307,network_error,2023-09-09 00:31:00
164,1312,timeout,2023-04-01 00:36:00
165,1318,bank_declined,2023-02-19 00:06:00
166,1319,bank_declined,2023-07-24 00:47:00
167,1326,bank_declined,2023-12-10 00:55:00
168,1336,timeout,2023-01-27 00:59:00
169,1339,bank_declined,2023-04-08 00:42:00
170,1345,insufficient_balance,2023-09-23 00:32:00
171,1359,insufficient_balance,2023-09-13 00:54:00
172,1364,timeout,2023-12-06 00:30:00
173,1372,bank_declined,2023-04-02 00:04:00
174,1380,bank_declined,2023-05-15 00:44:00
175,1381,insufficient_balance,2023-07-19 00:21:00
176,1391,bank_declined,2023-06-17 00:24:00
177,1413,insufficient_balance,2023-09-12 00:38:00
178,1422,bank_declined,2023-02-19 00:18:00
179,1429,bank_declined,2023-02-01 00:19:00
180,1431,timeout,2023-07-23 00:55:00
181,1434,bank_declined,2023-02-05 00:03:00
182,1439,insufficient_balance,2023-04-26 00:44:00
183,1441,network_error,2023-01-19 00:32:00
184,1445,insufficient_balance,2023-08-24 00:35:00
185,1449,insufficient_balance,2023-06-17 00:52:00
186,1450,network_error,2023-06-20 00:15:00
187,1472,timeout,2023-04-29 00:08:00
188,1475,timeout,2023-05-21 00:43:00
189,1478,network_error,2023-03-31 00:42:00
190,1508,timeout,2023-12-20 00:47:00
191,1514,network_error,2023-10-19 00:23:00
192,1523,bank_declined,2023-12-02 00:50:00
193,1540,timeout,2023-05-28 00:03:00
194,1551,network_error,2023-07-02 00:00:00
195,1561,timeout,2023-04-29 00:50:00
196,1563,timeout,2023-10-12 00:35:00
197,1565,insufficient_balance,2023-09-21 00:01:00
198,1585,insufficient_balance,2023-01-06 00:52:00
199,1586,bank_declined,2023-05-21 00:22:00
200,1593,network_error,2023-01-19 00:53:00
201,1598,bank_declined,2023-12-07 00:18:00
202,1604,timeout,2023-07-11 00:59:00
203,1608,insufficient_balance,2023-09-24 00:29:00
204,1610,insufficient_balance,2023-10-05 00:13:00
205,1615,timeout,2023-04-07 00:25:00
206,1633,network_error,2023-04-14 00:49:00
207,1636,timeout,2023-02-13 00:44:00
208,1654,network_error,2023-05-27 00:04:00
209,1658,bank_declined,2023-12-03 00:06:00
210,1676,insufficient_balance,2023-08-27 00:46:00
211,1677,insufficient_balance,2023-04-06 00:36:00
212,1681,timeout,2023-09-09 00:25:00
213,1691,bank_declined,2023-12-15 00:28:00
214,1701,network_error,2023-09-02 00:34:00
215,1707,timeout,2023-07-06 00:06:00
216,1717,bank_declined,2023-01-11 00:44:00
217,1734,network_error,2023-03-02 00:17:00
218,1740,timeout,2023-02-16 00:39:00
219,1754,insufficient_balance,2023-04-30 00:28:00
220,1793,network_error,2023-08-29 00:48:00
221,1796,insufficient_balance,2023-01-26 00:21:00
222,1810,insufficient_balance,2023-03-09 00:13:00
223,1811,insufficient_balance,2023-08-30 00:06:00
224,1812,bank_declined,2023-07-31 00:41:00
225,1816,insufficient_balance,2023-12-29 00:43:00
226,1820,timeout,2023-02-08 00:07:00
227,1837,bank_declined,2023-07-07 00:23:00
228,1848,insufficient_balance,2023-04-11 00:02:00
229,1860,network_error,2023-08-08 00:34:00
230,1871,bank_declined,2023-09-02 00:25:00
231,1883,insufficient_balance,2023-04-21 00:36:00
232,1891,bank_declined,2023-09-22 00:53:00
233,1900,timeout,2023-01-22 00:55:00
234,1923,bank_declined,2023-06-24 00:35:00
235,1928,bank_declined,2023-10-19 00:53:00
236,1929,bank_declined,2023-07-13 00:18:00
237,1935,timeout,2023-09-22 00:19:00
238,1940,bank_declined,2023-05-30 00:33:00
239,1949,timeout,2023-06-05 00:30:00
240,1972,bank_declined,2023-04-22 00:41:00
241,2000,timeout,2023-08-07 00:24:00
242,2001,insufficient_balance,2023-02-12 00:16:00
243,2004,insufficient_balance,2023-08-30 00:48:00
244,2031,network_error,2023-12-20 00:50:00
245,2035,timeout,2023-04-04 00:03:00
246,2052,timeout,2023-08-13 00:52:00
247,2059,insufficient_balance,2023-05-15 00:08:00
248,2085,network_error,2023-04-16 00:25:00
249,2088,insufficient_balance,2023-06-13 00:22:00
250,2089,bank_declined,2023-04-02 00:52:00
251,2092,network_error,2023-06-05 00:57:00
252,2113,insufficient_balance,2023-05-25 00:17:00
253,2118,network_error,2023-02-17 00:07:00
254,2121,bank_declined,2023-02-15 00:55:00
255,2124,timeout,2023-04-25 00:07:00
256,2125,insufficient_balance,2023-02-03 00:28:00
257,2133,network_error,2023-06-02 00:41:00
258,2141,network_error,2023-05-21 00:24:00
259,2162,network_error,2023-05-30 00:52:00
260,2169,insufficient_balance,2023-08-02 00:09:00
261,2173,bank_declined,2023-08-01 00:47:00
262,2185,timeout,2023-04-14 00:22:00
263,2192,network_error,2023-10-14 00:15:00
264,2211,network_error,2023-08-17 00:16:00
265,2219,insufficient_balance,2023-09-27 00:41:00
266,2222,bank_declined,2023-12-09 00:31:00
267,2233,bank_declined,2023-01-01 00:40:00
268,2235,bank_declined,2023-08-05 00:19:00
269,2241,insufficient_balance,2023-08-14 00:35:00
270,2247,insufficient_balance,2023-06-11 00:00:00
271,2257,timeout,2023-01-11 00:46:00
272,2261,network_error,2023-02-25 00:06:00
273,2272,insufficient_balance,2023-08-12 00:16:00
274,2284,timeout,2023-12-08 00:42:00
275,2313,bank_declined,2023-07-19 00:42:00
276,2322,timeout,2023-06-12 00:30:00
277,2340,network_error,2023-10-05 00:34:00
278,2343,bank_declined,2023-12-25 00:01:00
279,2345,insufficient_balance,2023-09-20 00:14:00
280,2346,network_error,2023-04-20 00:33:00
281,2354,network_error,2023-09-20 00:29:00
282,2355,insufficient_balance,2023-08-23 00:19:00
283,2372,bank_declined,2023-08-18 00:25:00
284,2375,insufficient_balance,2023-08-26 00:11:00
285,2395,insufficient_balance,2023-10-26 00:23:00
286,2408,timeout,2023-10-16 00:04:00
287,2456,timeout,2023-01-26 00:51:00
288,2457,timeout,2023-12-17 00:49:00
289,2460,insufficient_balance,2023-09-19 00:52:00
290,2483,insufficient_balance,2023-10-06 00:43:00
291,2492,timeout,2023-05-30 00:35:00
292,2512,insufficient_balance,2023-04-26 00:21:00
293,2520,timeout,2023-10-14 00:49:00
294,2526,timeout,2023-06-12 00:42:00
295,2530,bank_declined,2023-07-18 00:06:00
296,2532,timeout,2023-01-08 00:33:00
297,2542,insufficient_balance,2023-06-26 00:52:00
298,2561,bank_declined,2023-08-29 00:12:00
299,2568,timeout,2023-09-15 00:35:00
300,2605,network_error,2023-01-10 00:52:00
301,2613,network_error,2023-03-31 00:51:00
302,2620,insufficient_balance,2023-05-04 00:15:00
303,2633,network_error,2023-02-16 00:34:00
304,2636,network_error,2023-01-13 00:44:00
305,2639,timeout,2023-08-29 00:13:00
306,2641,insufficient_balance,2023-01-21 00:02:00
307,2649,insufficient_balance,2023-02-23 00:11:00
308,2665,timeout,2023-12-18 00:54:00
309,2668,bank_declined,2023-07-05 00:37:00
310,2672,network_error,2023-07-30 00:28:00
311,2683,network_error,2023-11-29 00:54:00
312,2690,network_error,2023-08-19 00:22:00
313,2692,insufficient_balance,2023-09-01 00:36:00
314,2695,bank_declined,2023-04-01 00:14:00
315,2697,insufficient_balance,2023-10-03 00:55:00
316,2707,bank_declined,2023-01-03 00:56:00
317,2716,bank_declined,2023-06-16 00:06:00
318,2732,network_error,2023-09-22 00:07:00
319,2742,bank_declined,2023-08-17 00:07:00
320,2746,network_error,2023-04-21 00:07:00
321,2750,insufficient_balance,2023-01-28 00:36:00
322,2752,network_error,2023-09-28 00:12:00
323,2754,bank_declined,2023-01-14 00:28:00
324,2755,bank_declined,2023-09-30 00:58:00
325,2757,timeout,2023-12-08 00:30:00
326,2760,bank_declined,2023-02-28 00:23:00
327,2765,insufficient_balance,2023-09-13 00:21:00
328,2769,timeout,2023-07-07 00:03:00
329,2771,insufficient_balance,2023-01-25 00:28:00
330,2781,timeout,2023-09-05 00:51:00
331,2785,timeout,2023-02-11 00:41:00
332,2787,insufficient_balance,2023-01-05 00:15:00
333,2797,timeout,2023-07-30 00:27:00
334,2802,insufficient_balance,2023-01-02 00:01:00
335,2808,bank_declined,2023-12-09 00:24:00
336,2810,insufficient_balance,2023-04-09 00:26:00
337,2811,insufficient_balance,2023-11-05 00:45:00
338,2815,network_error,2023-09-20 00:51:00
339,2820,timeout,2023-03-30 00:59:00
340,2821,network_error,2023-09-28 00:01:00
341,2833,insufficient_balance,2023-12-06 00:07:00
342,2837,timeout,2023-09-10 00:41:00
343,2855,network_error,2023-05-01 00:00:00
344,2865,network_error,2023-04-10 00:37:00
345,2869,bank_declined,2023-11-30 00:59:00
346,2879,bank_declined,2023-03-19 00:46:00
347,2882,insufficient_balance,2023-08-08 00:03:00
348,2886,bank_declined,2023-02-25 00:04:00
349,2889,bank_declined,2023-09-13 00:51:00
350,2897,timeout,2023-04-08 00:49:00
351,2912,bank_declined,2023-02-28 00:28:00
352,2920,insufficient_balance,2023-05-26 00:04:00
353,2943,bank_declined,2023-01-31 00:43:00
354,2952,timeout,2023-05-31 00:33:00
355,2955,timeout,2023-03-18 00:30:00
356,2958,timeout,2023-02-10 00:37:00
357,2959,timeout,2023-10-23 00:21:00
358,2966,timeout,2023-08-22 00:49:00
359,2968,insufficient_balance,2023-04-26 00:38:00
360,2981,bank_declined,2023-07-10 00:14:00
361,2983,bank_declined,2023-08-09 00:17:00
362,2985,insufficient_balance,2023-10-22 00:47:00
363,2994,timeout,2023-12-18 00:21:00
364,2997,timeout,2023-09-21 00:47:00
365,3002,bank_declined,2023-11-17 00:16:00
366,3012,insufficient_balance,2023-03-25 00:12:00
367,3021,timeout,2023-11-13 00:09:00
368,3025,insufficient_balance,2023-10-26 00:37:00
369,3026,bank_declined,2023-08-16 00:52:00
370,3027,bank_declined,2023-01-06 00:18:00
371,3040,bank_declined,2023-02-28 00:03:00
372,3055,timeout,2023-08-31 00:52:00
373,3057,network_error,2023-04-18 00:39:00
374,3059,timeout,2023-06-17 00:00:00
375,3065,bank_declined,2023-08-21 00:31:00
376,3088,timeout,2023-03-12 00:26:00
377,3092,network_error,2023-03-18 00:48:00
378,3104,insufficient_balance,2023-06-30 00:42:00
379,3105,network_error,2023-11-14 00:41:00
380,3106,timeout,2023-09-17 00:30:00
381,3111,network_error,2023-04-29 00:55:00
382,3112,insufficient_balance,2023-04-04 00:49:00
383,3123,bank_declined,2023-06-13 00:59:00
384,3131,bank_declined,2023-06-30 00:12:00
385,3147,timeout,2023-03-29 00:56:00
386,3166,bank_declined,2023-02-26 00:32:00
387,3177,timeout,2023-02-26 00:20:00
388,3179,timeout,2023-01-01 00:46:00
389,3184,timeout,2023-10-08 00:03:00
390,3188,network_error,2023-10-27 00:40:00
391,3192,bank_declined,2023-06-12 00:13:00
392,3197,bank_declined,2023-08-07 00:17:00
393,3211,network_error,2023-06-30 00:56:00
394,3215,timeout,2023-08-16 00:12:00
395,3231,insufficient_balance,2023-02-07 00:56:00
396,3233,network_error,2023-10-10 00:59:00
397,3238,bank_declined,2023-07-20 00:01:00
398,3242,network_error,2023-01-11 00:37:00
399,3254,network_error,2023-02-19 00:07:00
400,3257,bank_declined,2023-05-03 00:30:00
401,3260,timeout,2023-05-08 00:19:00
402,3261,network_error,2023-09-21 00:32:00
403,3270,timeout,2023-10-30 00:37:00
404,3302,network_error,2023-03-13 00:26:00
405,3315,timeout,2023-11-15 00:05:00
406,3323,insufficient_balance,2023-08-07 00:41:00
407,3329,timeout,2023-02-23 00:38:00
408,3335,bank_declined,2023-06-23 00:02:00
409,3339,network_error,2023-08-08 00:23:00
410,3346,timeout,2023-07-31 00:48:00
411,3349,network_error,2023-08-31 00:28:00
412,3354,insufficient_balance,2023-12-07 00:35:00
413,3366,timeout,2023-08-03 00:35:00
414,3372,bank_declined,2023-08-27 00:02:00
415,3393,bank_declined,2023-03-16 00:42:00
416,3413,bank_declined,2023-06-09 00:33:00
417,3414,insufficient_balance,2023-01-24 00:52:00
418,3420,bank_declined,2023-04-23 00:26:00
419,3436,bank_declined,2023-03-08 00:12:00
420,3438,insufficient_balance,2023-06-05 00:51:00
421,3443,timeout,2023-06-05 00:20:00
422,3448,bank_declined,2023-12-03 00:30:00
423,3451,network_error,2023-09-07 00:18:00
424,3455,timeout,2023-06-19 00:31:00
425,3458,timeout,2023-06-19 00:41:00
426,3465,network_error,2023-03-14 00:59:00
427,3471,network_error,2023-06-08 00:47:00
428,3475,network_error,2023-12-03 00:37:00
429,3487,bank_declined,2023-12-28 00:09:00
430,3488,insufficient_balance,2023-05-28 00:58:00
431,3491,timeout,2023-08-17 00:13:00
432,3492,bank_declined,2023-10-06 00:13:00
433,3497,bank_declined,2023-06-05 00:39:00
434,3506,bank_declined,2023-06-12 00:17:00
435,3508,insufficient_balance,2023-02-06 00:51:00
436,3509,insufficient_balance,2023-10-30 00:07:00
437,3511,network_error,2023-03-05 00:46:00
438,3513,insufficient_balance,2023-01-11 00:56:00
439,3520,insufficient_balance,2023-11-19 00:23:00
440,3523,timeout,2023-01-08 00:58:00
441,3526,timeout,2023-08-16 00:14:00
442,3539,network_error,2023-07-18 00:15:00
443,3548,bank_declined,2023-04-04 00:49:00
444,3552,network_error,2023-06-25 00:31:00
445,3554,bank_declined,2023-06-11 00:57:00
446,3558,bank_declined,2023-08-23 00:22:00
447,3561,network_error,2023-08-19 00:31:00
448,3570,bank_declined,2023-08-18 00:15:00
449,3571,insufficient_balance,2023-05-26 00:36:00
450,3581,timeout,2023-03-08 00:55:00
451,3590,bank_declined,2023-01-18 00:25:00
452,3601,network_error,2023-10-26 00:09:00
453,3618,insufficient_balance,2023-07-14 00:09:00
454,3619,insufficient_balance,2023-12-26 00:27:00
455,3625,insufficient_balance,2023-01-10 00:05:00
456,3627,bank_declined,2023-07-16 00:04:00
457,3628,bank_declined,2023-08-22 00:03:00
458,3630,bank_declined,2023-10-16 00:17:00
459,3643,insufficient_balance,2023-07-09 00:58:00
460,3646,timeout,2023-11-02 00:52:00
461,3648,network_error,2023-02-06 00:35:00
462,3655,network_error,2023-10-29 00:24:00
463,3678,network_error,2023-05-07 00:19:00
464,3686,bank_declined,2023-04-26 00:49:00
465,3688,insufficient_balance,2023-07-21 00:03:00
466,3690,bank_declined,2023-11-25 00:38:00
467,3694,network_error,2023-03-17 00:41:00
468,3707,network_error,2023-03-27 00:53:00
469,3712,bank_declined,2023-03-31 00:24:00
470,3733,bank_declined,2023-08-23 00:26:00
471,3739,network_error,2023-12-07 00:35:00
472,3749,timeout,2023-08-01 00:08:00
473,3752,insufficient_balance,2023-10-17 00:11:00
474,3758,bank_declined,2023-07-09 00:03:00
475,3760,network_error,2023-06-20 00:47:00
476,3767,network_error,2023-04-19 00:07:00
477,3770,timeout,2023-03-05 00:05:00
478,3772,bank_declined,2023-04-03 00:43:00
479,3789,timeout,2023-05-17 00:03:00
480,3791,bank_declined,2023-12-24 00:12:00
481,3800,network_error,2023-02-11 00:49:00
482,3827,timeout,2023-04-29 00:31:00
483,3836,insufficient_balance,2023-12-05 00:43:00
484,3844,bank_declined,2023-12-16 00:12:00
485,3849,timeout,2023-01-10 00:40:00
486,3851,timeout,2023-10-27 00:00:00
487,3852,network_error,2023-07-06 00:32:00
488,3853,timeout,2023-02-26 00:12:00
489,3861,bank_declined,2023-02-06 00:57:00
490,3871,insufficient_balance,2023-08-01 00:31:00
491,3882,insufficient_balance,2023-11-07 00:34:00
492,3885,network_error,2023-11-27 00:58:00
493,3891,insufficient_balance,2023-05-21 00:29:00
494,3895,bank_declined,2023-12-04 00:19:00
495,3897,network_error,2023-04-24 00:48:00
496,3900,network_error,2023-11-04 00:52:00
497,3913,timeout,2023-12-28 00:36:00
498,3916,insufficient_balance,2023-03-21 00:02:00
499,3917,network_error,2023-08-31 00:10:00
500,3930,bank_declined,2023-05-04 00:42:00
501,3932,bank_declined,2023-07-16 00:28:00
502,3933,insufficient_balance,2023-08-16 00:01:00
503,3966,insufficient_balance,2023-11-27 00:40:00
504,3981,timeout,2023-11-28 00:22:00
505,3984,bank_declined,2023-07-24 00:54:00
506,3986,network_error,2023-09-20 00:32:00
507,4000,timeout,2023-03-17 00:45:00
508,4006,bank_declined,2023-03-18 00:16:00
509,4007,insufficient_balance,2023-08-20 00:16:00
510,4014,insufficient_balance,2023-11-01 00:05:00
511,4018,bank_declined,2023-12-07 00:23:00
512,4039,network_error,2023-03-13 00:39:00
513,4046,timeout,2023-07-09 00:15:00
514,4050,insufficient_balance,2023-05-22 00:19:00
515,4072,network_error,2023-12-26 00:10:00
516,4091,insufficient_balance,2023-01-25 00:16:00
517,4094,network_error,2023-08-07 00:45:00
518,4104,network_error,2023-07-22 00:19:00
519,4112,insufficient_balance,2023-11-04 00:07:00
520,4119,insufficient_balance,2023-01-20 00:37:00
521,4131,bank_declined,2023-03-09 00:40:00
522,4136,bank_declined,2023-04-21 00:42:00
523,4142,timeout,2023-06-05 00:32:00
524,4152,bank_declined,2023-01-16 00:35:00
525,4156,network_error,2023-10-10 00:04:00
526,4162,timeout,2023-07-24 00:32:00
527,4163,insufficient_balance,2023-07-11 00:42:00
528,4169,insufficient_balance,2023-07-07 00:30:00
529,4172,insufficient_balance,2023-12-14 00:28:00
530,4184,bank_declined,2023-07-15 00:26:00
531,4185,bank_declined,2023-05-15 00:12:00
532,4233,network_error,2023-09-18 00:13:00
533,4235,insufficient_balance,2023-08-13 00:09:00
534,4239,timeout,2023-01-08 00:24:00
535,4240,network_error,2023-08-17 00:10:00
536,4243,bank_declined,2023-09-15 00:37:00
537,4244,bank_declined,2023-05-06 00:18:00
538,4248,timeout,2023-03-14 00:51:00
539,4257,insufficient_balance,2023-09-14 00:12:00
540,4259,timeout,2023-12-24 00:10:00
541,4265,network_error,2023-02-17 00:44:00
542,4272,insufficient_balance,2023-03-11 00:07:00
543,4285,network_error,2023-04-25 00:28:00
544,4287,insufficient_balance,2023-04-13 00:42:00
545,4290,bank_declined,2023-06-05 00:12:00
546,4292,network_error,2023-08-28 00:02:00
547,4303,network_error,2023-11-29 00:42:00
548,4310,bank_declined,2023-06-25 00:45:00
549,4311,network_error,2023-10-17 00:11:00
550,4318,bank_declined,2023-07-06 00:45:00
551,4319,insufficient_balance,2023-07-22 00:39:00
552,4322,bank_declined,2023-04-07 00:48:00
553,4337,insufficient_balance,2023-05-27 00:58:00
554,4338,insufficient_balance,2023-09-29 00:48:00
555,4339,bank_declined,2023-12-26 00:41:00
556,4344,insufficient_balance,2023-10-03 00:27:00
557,4345,bank_declined,2023-01-30 00:24:00
558,4362,network_error,2023-08-14 00:37:00
559,4364,bank_declined,2023-06-21 00:38:00
560,4384,bank_declined,2023-01-21 00:02:00
561,4393,network_error,2023-03-01 00:58:00
562,4399,insufficient_balance,2023-12-19 00:39:00
563,4408,insufficient_balance,2023-03-11 00:29:00
564,4422,timeout,2023-01-07 00:47:00
565,4423,insufficient_balance,2023-01-12 00:59:00
566,4426,network_error,2023-12-01 00:29:00
567,4432,network_error,2023-10-23 00:05:00
568,4434,bank_declined,2023-09-06 00:58:00
569,4441,network_error,2023-07-13 00:15:00
570,4469,insufficient_balance,2023-01-11 00:55:00
571,4509,network_error,2023-02-09 00:50:00
572,4547,timeout,2023-02-24 00:27:00
573,4548,insufficient_balance,2023-04-01 00:40:00
574,4555,bank_declined,2023-07-06 00:30:00
575,4560,bank_declined,2023-04-09 00:31:00
576,4571,network_error,2023-05-10 00:01:00
577,4576,timeout,2023-06-28 00:13:00
578,4611,network_error,2023-11-08 00:53:00
579,4613,bank_declined,2023-11-03 00:42:00
580,4616,network_error,2023-05-22 00:21:00
581,4618,bank_declined,2023-11-16 00:06:00
582,4636,network_error,2023-03-15 00:27:00
583,4639,network_error,2023-05-22 00:17:00
584,4650,insufficient_balance,2023-04-15 00:43:00
585,4664,network_error,2023-05-05 00:57:00
586,4667,bank_declined,2023-03-07 00:13:00
587,4678,network_error,2023-12-23 00:00:00
588,4679,bank_declined,2023-07-17 00:12:00
589,4711,bank_declined,2023-05-04 00:40:00
590,4717,bank_declined,2023-10-25 00:46:00
591,4718,network_error,2023-02-05 00:09:00
592,4734,bank_declined,2023-09-23 00:34:00
593,4739,network_error,2023-02-27 00:58:00
594,4741,insufficient_balance,2023-01-23 00:50:00
595,4745,timeout,2023-12-03 00:27:00
596,4751,bank_declined,2023-01-07 00:15:00
597,4757,network_error,2023-11-19 00:56:00
