user_id,signup_date,country,city,acquisition_channel
169,2024-02-06,India,Indore,organic
170,2023-02-02,India,Mumbai,organic
171,2024-05-20,India,Mumbai,ads
172,2024-03-05,India,Mumbai,ads
173,2023-01-28,India,Jammu,referral
174,2022-07-26,India,Pune,ads
175,2022-01-15,India,Pune,ads
176,2024-05-07,India,Pune,ads
177,2023-07-08,India,Jammu,organic
178,2024-06-10,India,Indore,organic
179,2023-04-06,India,Mumbai,ads
180,2023-11-22,India,Indore,referral
181,2023-07-29,India,Jammu,organic
182,2024-05-13,India,Pune,ads
183,2024-01-13,India,Mumbai,organic
184,2022-08-29,India,Delhi,ads
185,2023-07-18,India,Delhi,organic
186,2022-04-06,India,Indore,ads
187,2024-06-18,India,Pune,organic
188,2024-01-04,India,Delhi,ads
189,2023-04-30,India,Indore,referral
190,2023-02-11,India,Jammu,ads
191,2022-08-19,India,Indore,organic
192,2024-01-19,India,Indore,ads
193,2023-10-17,India,Indore,referral
194,2022-06-20,India,Mumbai,organic
195,2023-06-25,India,Indore,ads
196,2022-02-05,India,Indore,referral
197,2023-06-09,India,Mumbai,ads
198,2022-06-09,India,Mumbai,organic
199,2024-04-18,India,Jammu,organic
200,2023-11-30,India,Pune,ads
201,2022-08-31,India,Delhi,referral
202,2022-03-27,India,Delhi,ads
203,2024-03-06,India,Indore,ads
204,2023-08-01,India,Jammu,referral
205,2023-11-13,India,Indore,organic
206,2023-07-11,India,Delhi,ads
207,2023-07-28,India,Mumbai,ads
208,2023-10-08,India,Pune,organic
209,2024-03-06,India,Jammu,ads
210,2022-01-28,India,Mumbai,referral
211,2023-09-12,India,Pune,organic
212,2023-07-10,India,Jammu,ads
213,2022-12-06,India,Jammu,ads
214,2024-03-08,India,Delhi,organic
215,2022-11-27,India,Mumbai,ads
216,2023-10-02,India,Jammu,organic
217,2023-05-21,India,Jammu,referral
218,2022-12-14,India,Pune,organic
219,2023-04-18,India,Delhi,ads
220,2022-08-19,India,Indore,ads
221,2022-07-09,India,Delhi,organic
222,2022-08-13,India,Indore,organic
223,2023-01-20,India,Mumbai,organic
224,2023-01-12,India,Mumbai,ads
225,2022-10-10,India,Jammu,referral
226,2023-09-25,India,Mumbai,ads
227,2023-09-20,India,Jammu,organic
228,2024-01-15,India,Delhi,organic
229,2022-09-16,India,Mumbai,organic
230,2022-12-25,India,Delhi,ads
231,2023-12-11,India,Delhi,organic
232,2023-04-01,India,Mumbai,ads
233,2023-02-15,India,Delhi,organic
234,2023-10-11,India,Mumbai,ads
235,2022-11-14,India,Mumbai,ads
236,2023-11-08,India,Mumbai,ads
237,2022-08-13,India,Indore,referral
238,2024-03-29,India,Delhi,organic
239,2022-08-22,India,Pune,organic
240,2023-11-15,India,Mumbai,organic
241,2023-10-26,India,Delhi,referral
242,2024-04-06,India,Jammu,ads
243,2023-01-09,India,Mumbai,organic
244,2023-11-03,India,Mumbai,organic
245,2023-08-31,India,Pune,ads
246,2023-04-17,India,Indore,ads
247,2022-08-21,India,Indore,ads
248,2023-11-23,India,Mumbai,ads
249,2022-04-23,India,Delhi,ads
250,2024-04-09,India,Jammu,ads
251,2023-05-12,India,Jammu,organic
252,2023-03-18,India,Delhi,ads
253,2023-07-18,India,Mumbai,ads
254,2022-09-25,India,Jammu,referral
255,2023-05-25,India,Indore,organic
256,2024-03-17,India,Delhi,ads
257,2023-01-21,India,Pune,organic
258,2023-01-22,India,Mumbai,ads
259,2022-04-23,India,Delhi,ads
260,2023-09-05,India,Jammu,ads
261,2023-09-17,India,Mumbai,referral
262,2022-03-22,India,Indore,organic
263,2023-11-30,India,Mumbai,organic
264,2022-04-23,India,Mumbai,referral
265,2022-01-02,India,Indore,referral
266,2023-10-04,India,Indore,organic
267,2022-08-08,India,Mumbai,organic
268,2023-07-20,India,Indore,ads
269,2024-05-04,India,Delhi,ads
270,2024-01-06,India,Indore,organic
271,2022-08-13,India,Indore,organic
272,2023-01-20,India,Mumbai,referral
273,2023-02-07,India,Delhi,ads
274,2023-09-30,India,Pune,organic
275,2022-05-10,India,Pune,organic
276,2022-02-22,India,Jammu,ads
277,2023-11-15,India,Indore,organic
278,2023-12-31,India,Indore,organic
279,2023-11-03,India,Delhi,ads
280,2023-12-11,India,Pune,organic
281,2023-02-20,India,Jammu,ads
282,2022-09-04,India,Delhi,ads
283,2024-04-15,India,Indore,organic
284,2023-03-15,India,Pune,ads
285,2022-07-22,India,Jammu,ads
286,2022-07-03,India,Mumbai,ads
287,2022-05-03,India,Pune,ads
288,2023-02-05,India,Jammu,ads
289,2024-02-06,India,Delhi,ads
290,2022-10-21,India,Mumbai,organic
291,2022-10-07,India,Jammu,referral
292,2024-04-16,India,Jammu,ads
293,2024-06-02,India,Indore,ads
294,2023-09-02,India,Pune,ads
295,2022-07-17,India,Indore,ads
296,2023-05-26,India,Mumbai,organic
297,2024-01-22,India,Jammu,referral
298,2022-05-24,India,Indore,referral
299,2023-09-01,India,Pune,ads
300,2022-07-20,India,Mumbai,referral
301,2022-05-04,India,Delhi,ads
302,2022-07-06,India,Indore,organic
303,2022-11-22,India,Mumbai,organic
304,2023-04-09,India,Delhi,organic
305,2022-12-15,India,Indore,ads
306,2024-02-10,India,Mumbai,ads
307,2023-10-22,India,Mumbai,organic
308,2024-02-03,India,Indore,ads
309,2023-02-07,India,Mumbai,ads
310,2022-12-12,India,Jammu,organic
311,2023-05-26,India,Indore,ads
312,2022-05-27,India,Mumbai,organic
313,2022-05-28,India,Delhi,ads
314,2024-05-13,India,Delhi,referral
315,2023-12-12,India,Jammu,ads
316,2024-03-30,India,Indore,referral
317,2023-05-04,India,Mumbai,ads
318,2023-10-02,India,Mumbai,organic
319,2023-07-05,India,Delhi,referral
320,2022-12-04,India,Jammu,ads
321,2024-05-21,India,Delhi,ads
322,2023-10-03,India,Delhi,ads
323,2024-02-18,India,Jammu,ads
324,2023-04-18,India,Indore,organic
325,2022-05-31,India,Mumbai,ads
326,2023-02-19,India,Indore,referral
327,2022-10-25,India,Pune,organic
328,2023-09-03,India,Pune,ads
329,2022-09-20,India,Pune,referral
330,2024-02-03,India,Jammu,ads
331,2022-05-24,India,Delhi,ads
332,2022-12-12,India,Indore,ads
333,2023-09-16,India,Mumbai,organic
334,2023-07-26,India,Pune,ads
335,2024-05-30,India,Indore,organic
336,2022-01-02,India,Pune,ads
337,2024-06-15,India,Pune,referral
338,2022-10-31,India,Mumbai,organic
339,2022-09-11,India,Jammu,ads
340,2023-10-14,India,Delhi,organic
341,2023-03-29,India,Jammu,organic
342,2022-02-06,India,Indore,ads
343,2022-06-09,India,Jammu,ads
344,2022-01-09,India,Indore,ads
345,2022-08-21,India,Indore,referral
346,2022-04-09,India,Delhi,organic
347,2023-10-21,India,Mumbai,ads
348,2024-03-26,India,Delhi,ads
349,2022-07-27,India,Jammu,ads
350,2022-05-11,India,Indore,organic
351,2023-02-08,India,Pune,organic
352,2022-06-01,India,Pune,referral
353,2022-02-23,India,Indore,ads
354,2022-04-30,India,Delhi,ads
355,2023-11-04,India,Mumbai,ads
356,2023-09-20,India,Delhi,referral
357,2023-08-10,India,Indore,ads
358,2023-09-17,India,Indore,ads
359,2023-02-24,India,Mumbai,organic
360,2023-02-26,India,Jammu,ads
361,2022-04-14,India,Jammu,ads
362,2024-05-01,India,Mumbai,organic
363,2022-09-11,India,Jammu,ads
364,2022-08-15,India,Pune,ads
365,2022-04-22,India,Jammu,ads
366,2023-05-25,India,Jammu,ads
367,2023-04-18,India,Jammu,ads
368,2022-04-09,India,Pune,referral
369,2022-06-02,India,Jammu,ads
370,2024-05-10,India,Pune,organic
371,2024-06-14,India,Mumbai,ads
372,2024-05-27,India,Delhi,ads
373,2022-12-04,India,Mumbai,ads
374,2023-12-07,India,Delhi,ads
375,2024-04-01,India,Mumbai,ads
376,2022-06-12,India,Delhi,ads
377,2023-12-21,India,Delhi,organic
378,2023-11-12,India,Indore,ads
379,2022-06-10,India,Delhi,referral
380,2023-08-03,India,Delhi,ads
381,2024-03-11,India,Indore,ads
382,2023-02-02,India,Jammu,ads
383,2022-10-04,India,Jammu,ads
384,2024-03-26,India,Indore,organic
385,2023-05-19,India,Pune,organic
386,2024-06-14,India,Delhi,ads
387,2023-01-27,India,Delhi,ads
388,2022-05-15,India,Indore,organic
389,2022-07-14,India,Indore,ads
390,2023-02-05,India,Pune,ads
391,2023-10-02,India,Jammu,ads
392,2022-02-02,India,Mumbai,ads
393,2023-11-19,India,Jammu,ads
394,2023-04-05,India,Delhi,referral
395,2024-06-01,India,Indore,organic
396,2023-04-15,India,Pune,organic
397,2023-01-10,India,Jammu,ads
398,2022-01-22,India,Pune,organic
399,2024-01-20,India,Jammu,organic
400,2023-11-01,India,Delhi,organic
401,2022-02-07,India,Mumbai,ads
402,2022-08-18,India,Pune,referral
403,2022-12-31,India,Pune,ads
404,2023-07-17,India,Mumbai,referral
405,2023-03-14,India,Pune,ads
406,2024-02-15,India,Pune,ads
407,2022-10-10,India,Jammu,ads
408,2022-01-27,India,Jammu,organic
409,2022-08-14,India,Mumbai,ads
410,2022-10-04,India,Delhi,referral
411,2024-03-08,India,Pune,referral
412,2023-09-01,India,Delhi,organic
413,2022-10-11,India,Mumbai,organic
414,2024-05-28,India,Mumbai,organic
415,2023-04-26,India,Jammu,organic
416,2023-03-29,India,Pune,ads
417,2024-04-08,India,Indore,organic
418,2024-03-26,India,Mumbai,referral
419,2023-10-21,India,Pune,ads
420,2023-05-31,India,Delhi,referral
421,2023-07-01,India,Jammu,ads
422,2022-07-11,India,Delhi,ads
423,2022-02-18,India,Mumbai,ads
424,2023-05-27,India,Mumbai,ads
425,2022-01-17,India,Delhi,referral
426,2022-06-21,India,Mumbai,referral
427,2022-08-08,India,Pune,organic
428,2022-06-07,India,Mumbai,referral
429,2023-04-22,India,Jammu,ads
430,2022-02-15,India,Pune,ads
431,2023-01-08,India,Indore,organic
432,2023-06-02,India,Mumbai,referral
433,2022-04-09,India,Mumbai,ads
434,2024-06-10,India,Jammu,referral
435,2024-01-15,India,Jammu,organic
436,2022-02-06,India,Delhi,referral
437,2022-10-07,India,Delhi,ads
438,2022-12-15,India,Delhi,ads
439,2023-05-12,India,Jammu,organic
440,2022-10-29,India,Delhi,organic
441,2022-06-30,India,Delhi,ads
442,2023-08-30,India,Indore,referral
443,2022-04-09,India,Delhi,referral
444,2023-12-01,India,Mumbai,ads
445,2022-04-26,India,Jammu,ads
446,2022-07-10,India,Pune,ads
447,2022-09-10,India,Indore,ads
448,2022-06-10,India,Jammu,organic
449,2022-09-13,India,Jammu,ads
450,2022-11-19,India,Mumbai,organic
451,2022-05-08,India,Delhi,organic
452,2022-01-18,India,Mumbai,ads
453,2024-03-03,India,Delhi,organic
454,2024-01-05,India,Delhi,ads
455,2023-07-20,India,Jammu,ads
456,2023-07-24,India,Delhi,organic
457,2022-11-19,India,Indore,referral
458,2024-05-21,India,Indore,ads
459,2023-11-17,India,Indore,ads
460,2024-03-02,India,Jammu,ads
461,2023-09-18,India,Mumbai,ads
462,2022-10-15,India,Pune,ads
463,2024-05-03,India,Delhi,organic
464,2023-10-25,India,Pune,ads
465,2023-10-01,India,Mumbai,referral
466,2022-06-04,India,Mumbai,ads
467,2023-05-05,India,Jammu,referral
468,2023-01-21,India,Indore,referral
469,2024-02-24,India,Indore,organic
470,2022-04-14,India,Mumbai,ads
471,2023-01-28,India,Jammu,organic
472,2024-03-21,India,Jammu,organic
473,2022-09-03,India,Delhi,referral
474,2022-06-25,India,Indore,organic
475,2022-02-08,India,Mumbai,ads
476,2023-04-22,India,Pune,referral
477,2023-11-13,India,Indore,referral
478,2024-01-29,India,Delhi,organic
479,2023-06-22,India,Jammu,referral
480,2024-05-16,India,Mumbai,organic
481,2024-03-28,India,Indore,organic
482,2023-02-12,India,Pune,organic
483,2023-06-09,India,Delhi,organic
484,2024-04-07,India,Delhi,ads
485,2023-05-21,India,Indore,organic
486,2024-04-04,India,Pune,organic
487,2022-02-05,India,Delhi,ads
488,2023-11-16,India,Mumbai,ads
489,2022-01-20,India,Delhi,organic
490,2022-11-17,India,Pune,organic
491,2024-02-15,India,Jammu,ads
492,2023-05-27,India,Jammu,referral
493,2023-02-04,India,Indore,referral
494,2023-10-16,India,Pune,ads
495,2024-06-01,India,Delhi,ads
496,2023-04-16,India,Delhi,referral
497,2022-05-23,India,Jammu,referral
498,2022-04-02,India,Jammu,ads
499,2022-12-20,India,Mumbai,ads
500,2024-04-13,India,Jammu,ads
501,2024-03-10,India,Mumbai,organic
502,2023-12-28,India,Delhi,ads
503,2024-05-03,India,Mumbai,organic
504,2022-02-20,India,Mumbai,ads
505,2023-10-27,India,Indore,referral
506,2023-11-29,India,Jammu,ads
507,2023-07-29,India,Mumbai,organic
508,2022-07-09,India,Delhi,referral
509,2022-05-05,India,Pune,ads
510,2022-05-30,India,Mumbai,ads
511,2022-11-10,India,Jammu,organic
512,2023-07-24,India,Indore,ads
513,2022-12-08,India,Delhi,referral
514,2022-11-01,India,Indore,ads
515,2023-11-23,India,Pune,ads
516,2023-11-13,India,Mumbai,referral
517,2024-04-17,India,Mumbai,organic
518,2024-02-22,India,Jammu,organic
519,2022-02-23,India,Mumbai,ads
520,2023-03-20,India,Delhi,ads
521,2023-09-05,India,Pune,referral
522,2022-09-21,India,Indore,ads
523,2022-02-22,India,Pune,ads
524,2023-07-26,India,Mumbai,ads
525,2023-09-12,India,Indore,ads
526,2022-01-05,India,Jammu,organic
527,2022-04-13,India,Pune,referral
528,2022-07-15,India,Indore,organic
529,2024-02-13,India,Indore,organic
530,2024-05-26,India,Indore,organic
531,2024-06-02,India,Delhi,organic
532,2022-12-16,India,Pune,organic
533,2022-02-16,India,Indore,ads
534,2024-05-16,India,Pune,ads
535,2024-04-02,India,Indore,referral
536,2024-03-30,India,Jammu,ads
537,2023-10-18,India,Jammu,ads
538,2022-09-26,India,Jammu,organic
539,2023-01-05,India,Mumbai,organic
540,2023-09-28,India,Indore,organic
541,2022-04-16,India,Mumbai,ads
542,2023-11-01,India,Pune,referral
543,2023-10-21,India,Mumbai,organic
544,2023-10-19,India,Pune,referral
545,2022-04-30,India,Pune,ads
546,2024-04-10,India,Pune,ads
547,2024-02-26,India,Mumbai,ads
548,2023-08-27,India,Indore,ads
549,2022-02-27,India,Mumbai,ads
550,2022-12-12,India,Indore,ads
551,2024-01-11,India,Indore,organic
552,2023-04-19,India,Pune,organic
553,2022-04-27,India,Mumbai,organic
554,2024-04-09,India,Indore,ads
555,2024-03-01,India,Jammu,ads
556,2022-05-07,India,Indore,ads
557,2023-01-28,India,Jammu,ads
558,2023-10-03,India,Mumbai,ads
559,2022-02-27,India,Mumbai,ads
560,2023-09-26,India,Mumbai,referral
561,2023-05-28,India,Indore,referral
562,2024-01-21,India,Delhi,organic
563,2024-03-12,India,Indore,referral
564,2022-04-06,India,Indore,organic
565,2023-09-30,India,Pune,referral
566,2022-04-28,India,Pune,organic
567,2023-07-14,India,Indore,organic
568,2023-08-24,India,Jammu,organic
569,2023-05-03,India,Pune,ads
570,2022-08-25,India,Indore,organic
571,2024-06-03,India,Delhi,referral
572,2024-06-15,India,Jammu,organic
573,2022-09-29,India,Mumbai,ads
574,2022-07-08,India,Indore,ads
575,2023-12-05,India,Indore,referral
576,2023-03-23,India,Jammu,referral
577,2023-08-04,India,Pune,ads
578,2024-02-29,India,Pune,referral
579,2024-05-10,India,Pune,referral
580,2022-09-04,India,Mumbai,ads
581,2022-03-17,India,Jammu,referral
582,2022-06-03,India,Jammu,ads
583,2023-10-18,India,Pune,organic
584,2023-03-11,India,Pune,organic
585,2022-03-27,India,Delhi,organic
586,2023-11-28,India,Delhi,organic
587,2022-10-12,India,Indore,ads
588,2022-08-08,India,Indore,referral
589,2022-03-10,India,Jammu,referral
590,2022-02-16,India,Jammu,organic
591,2022-04-04,India,Mumbai,ads
592,2024-01-20,India,Mumbai,ads
593,2023-03-29,India,Delhi,ads
594,2022-07-23,India,Indore,referral
595,2022-08-06,India,Delhi,ads
596,2023-04-19,India,Delhi,referral
597,2023-03-08,India,Indore,referral
598,2022-12-07,India,Mumbai,organic
599,2023-07-05,India,Indore,organic
600,2023-09-04,India,Pune,organic
601,2022-10-16,India,Pune,organic
602,2022-09-11,India,Pune,ads
603,2024-01-04,India,Jammu,referral
604,2022-12-23,India,Mumbai,organic
605,2022-01-23,India,Mumbai,organic
606,2024-02-01,India,Jammu,organic
607,2023-06-06,India,Delhi,ads
608,2024-01-28,India,Pune,ads
609,2024-04-16,India,Pune,referral
610,2022-04-10,India,Delhi,ads
611,2024-03-12,India,Indore,organic
612,2022-06-29,India,Indore,ads
613,2022-08-11,India,Mumbai,ads
614,2024-02-01,India,Jammu,ads
615,2023-10-21,India,Mumbai,referral
616,2023-03-18,India,Indore,organic
617,2023-08-31,India,Delhi,organic
618,2024-02-08,India,Mumbai,referral
619,2022-11-21,India,Pune,ads
620,2023-05-31,India,Pune,ads
621,2022-01-16,India,Delhi,organic
622,2024-03-02,India,Indore,organic
623,2022-12-02,India,Pune,ads
624,2024-01-29,India,Pune,referral
625,2022-09-15,India,Jammu,referral
626,2023-05-12,India,Mumbai,ads
627,2024-06-14,India,Indore,ads
628,2022-06-09,India,Mumbai,referral
629,2023-04-20,India,Indore,ads
630,2024-05-01,India,Pune,ads
631,2023-10-26,India,Jammu,organic
632,2023-11-21,India,Mumbai,ads
633,2023-11-06,India,Pune,ads
634,2023-01-15,India,Indore,ads
635,2023-06-29,India,Mumbai,organic
636,2023-11-22,India,Mumbai,organic
637,2023-03-03,India,Pune,ads
638,2023-09-05,India,Mumbai,ads
639,2022-09-25,India,Jammu,organic
640,2024-04-14,India,Jammu,referral
641,2023-07-31,India,Pune,referral
642,2023-02-21,India,Indore,ads
643,2022-06-17,India,Pune,organic
644,2024-04-21,India,Jammu,organic
645,2022-02-12,India,Delhi,referral
646,2023-07-10,India,Delhi,organic
647,2022-10-12,India,Mumbai,ads
648,2023-02-01,India,Mumbai,organic
649,2022-01-12,India,Delhi,ads
650,2023-08-30,India,Jammu,ads
651,2022-10-29,India,Mumbai,organic
652,2024-06-16,India,Pune,referral
653,2022-09-10,India,Pune,ads
654,2023-05-14,India,Jammu,organic
655,2024-01-24,India,Mumbai,ads
656,2022-02-04,India,Pune,referral
657,2023-12-28,India,Mumbai,organic
658,2024-04-28,India,Mumbai,ads
659,2022-03-31,India,Pune,ads
660,2024-02-15,India,Delhi,ads
661,2023-08-28,India,Pune,ads
662,2023-08-25,India,Jammu,ads
663,2023-02-22,India,Indore,organic
664,2022-04-25,India,Pune,ads
665,2023-09-09,India,Mumbai,organic
666,2022-07-15,India,Mumbai,ads
667,2024-04-05,India,Pune,organic
668,2023-05-16,India,Indore,ads
669,2023-09-18,India,Pune,ads
670,2023-05-08,India,Indore,organic
671,2022-03-16,India,Indore,ads
672,2023-02-17,India,Jammu,referral
673,2023-01-11,India,Mumbai,organic
674,2023-02-24,India,Mumbai,organic
675,2023-12-30,India,Indore,ads
676,2022-10-04,India,Mumbai,ads
677,2024-01-31,India,Delhi,ads
678,2023-11-07,India,Indore,organic
679,2023-01-29,India,Mumbai,ads
680,2024-05-18,India,Delhi,ads
681,2023-04-02,India,Jammu,ads
682,2022-07-11,India,Mumbai,ads
683,2024-01-09,India,Delhi,ads
684,2023-11-20,India,Pune,ads
685,2022-04-09,India,Pune,ads
686,2023-07-02,India,Delhi,ads
687,2022-04-06,India,Indore,ads
688,2023-10-26,India,Indore,organic
689,2023-10-25,India,Mumbai,ads
690,2022-07-09,India,Pune,ads
691,2024-01-06,India,Indore,ads
692,2022-02-06,India,Indore,ads
693,2024-02-19,India,Pune,ads
694,2023-01-04,India,Jammu,referral
695,2023-11-26,India,Indore,referral
696,2023-06-09,India,Delhi,ads
697,2022-10-06,India,Mumbai,referral
698,2022-08-05,India,Indore,ads
699,2024-05-16,India,Indore,ads
700,2024-05-22,India,Jammu,referral
701,2024-03-08,India,Delhi,referral
702,2022-09-30,India,Mumbai,referral
703,2024-05-30,India,Indore,ads
704,2022-03-03,India,Mumbai,ads
705,2023-08-19,India,Pune,organic
706,2024-05-29,India,Indore,organic
707,2023-12-30,India,Indore,ads
708,2022-12-08,India,Pune,referral
709,2023-02-01,India,Jammu,organic
710,2023-11-30,India,Indore,ads
711,2022-01-19,India,Mumbai,organic
712,2022-06-26,India,Delhi,organic
713,2023-09-04,India,Mumbai,ads
714,2023-01-31,India,Jammu,referral
715,2023-03-21,India,Delhi,ads
716,2022-08-21,India,Mumbai,ads
717,2022-03-17,India,Mumbai,referral
718,2022-09-22,India,Pune,referral
719,2023-03-31,India,Jammu,referral
720,2024-03-06,India,Pune,referral
721,2023-12-19,India,Delhi,organic
722,2024-01-05,India,Pune,referral
723,2023-01-19,India,Jammu,ads
724,2023-07-18,India,Indore,organic
725,2024-04-30,India,Indore,organic
726,2023-05-21,India,Delhi,ads
727,2023-01-02,India,Indore,organic
728,2022-05-24,India,Pune,organic
729,2024-06-03,India,Delhi,organic
730,2022-03-10,India,Jammu,ads
731,2022-04-09,India,Delhi,referral
732,2023-01-31,India,Delhi,ads
733,2022-01-25,India,Mumbai,ads
734,2024-06-09,India,Mumbai,referral
735,2023-04-14,India,Delhi,organic
736,2023-04-29,India,Indore,ads
737,2023-07-19,India,Mumbai,ads
738,2022-05-31,India,Jammu,organic
739,2022-05-24,India,Pune,referral
740,2023-07-23,India,Mumbai,referral
